PMID,PubDate,EPubDate,Source,AuthorList,Author,LastAuthor,Title,Volume,Issue,Pages,LangList,Lang,NlmUniqueID,ISSN,ESSN,PubTypeList,PubType,RecordStatus,PubStatus,ArticleIds,pubmed,rid,eid,History,medline,entrez,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO
28898292,2017,2017 Sep 12,PLoS One,Elderman MSovran BHugenholtz FGraversen KHuijskes MHoutsma EBelzer CBoekschoten Mde Vos PDekker JWells JFaas M,Elderman M,Faas M,"The effect of age on the intestinal mucus thickness, microbiota composition and immunity in relation to sex in mice.",12,9,e0184274,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2889829210.1371/journal.pone.0184274PONE-D-17-04269PMC55953242889829228898292pmc-id: PMC5595324;,28898292,28898292,28898292,2017/02/02 00:002017/08/21 00:002017/09/13 06:002017/09/13 06:002017/10/19 06:00,2017/10/19 06:00,2017/09/13 06:00,"",1,7,PloS one,doi: 10.1371/journal.pone.0184274,2017;12(9):e0184274
28892494,2017,2017 Sep 11,PLoS One,Jenkins TPRathnayaka YPerera PKPeachey LENolan MJKrause LRajakaruna RSCantacessi C,Jenkins TP,Cantacessi C,Infections by human gastrointestinal helminths are associated with changes in faecal microbiota diversity and composition.,12,9,e0184719,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2889249410.1371/journal.pone.0184719PONE-D-17-21162PMC55932012889249428892494pmc-id: PMC5593201;,28892494,28892494,28892494,2017/06/02 00:002017/08/29 00:002017/09/12 06:002017/09/12 06:002017/10/19 06:00,2017/10/19 06:00,2017/09/12 06:00,"",1,5,PloS one,doi: 10.1371/journal.pone.0184719,2017;12(9):e0184719
28884952,2017 Dec,2017 Nov 16,Mol Nutr Food Res,Li QWu TLiu RZhang MWang R,Li Q,Wang R,Soluble Dietary Fiber Reduces Trimethylamine Metabolism via Gut Microbiota and Co-Regulates Host AMPK Pathways.,61,12,"",English,English,101231818,1613-4125,1613-4133,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2888495210.1002/mnfr.2017004732888495228884952,28884952,28884952,28884952,2017/05/31 00:002017/08/18 00:002017/09/09 06:002018/07/17 06:002017/09/09 06:00,2018/07/17 06:00,2017/09/09 06:00,"",1,0,Molecular nutrition & food research,doi: 10.1002/mnfr.201700473,2017 Dec;61(12)
28884091,2017,2017 Aug 24,Front Cell Infect Microbiol,Yan QGu YLi XYang WJia LChen CHan XHuang YZhao LLi PFang ZZhou JGuan XDing YWang SKhan MXin YLi SMa Y,Yan Q,Ma Y,Alterations of the Gut Microbiome in Hypertension.,7,"",381,English,English,101585359,"",2235-2988,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2888409110.3389/fcimb.2017.00381PMC55737912888409128884091pmc-id: PMC5573791;,28884091,28884091,28884091,2017/05/16 00:002017/08/09 00:002017/09/09 06:002017/09/09 06:002018/07/13 06:00,2018/07/13 06:00,2017/09/09 06:00,"",1,3,Frontiers in cellular and infection microbiology,doi: 10.3389/fcimb.2017.00381,2017;7:381
28877164,2017,2017 Sep 6,PLoS One,Han KBose SWang JHLim SKChin YWKim YMChoi HSKim H,Han K,Kim H,In vivo therapeutic effect of combination treatment with metformin and Scutellaria baicalensis on maintaining bile acid homeostasis.,12,9,e0182467,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2887716410.1371/journal.pone.0182467PONE-D-17-09826PMC55872282887716428877164pmc-id: PMC5587228;,28877164,28877164,28877164,2017/03/13 00:002017/07/19 00:002017/09/07 06:002017/09/07 06:002017/10/17 06:00,2017/10/17 06:00,2017/09/07 06:00,"",1,1,PloS one,doi: 10.1371/journal.pone.0182467,2017;12(9):e0182467
28873967,2017 Aug 1,"",Gigascience,Kuang YSLu JHLi SHLi JHYuan MYHe JRChen NNXiao WQShen SYQiu LWu YFHu CYWu YYLi WDChen QZDeng HWPapasian CJXia HMQiu X,Kuang YS,Qiu X,Connections between the human gut microbiome and gestational diabetes mellitus.,6,8,1-12,English,English,101596872,"",2047-217X,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish,28873967405627010.1093/gigascience/gix058PMC55978492887396728873967pmc-id: PMC5597849;,28873967,28873967,28873967,2016/12/19 00:002017/07/07 00:002017/09/07 06:002017/09/07 06:002018/05/04 06:00,2018/05/04 06:00,2017/09/07 06:00,"",1,4,GigaScience,doi: 10.1093/gigascience/gix058,2017 Aug 1;6(8):1-12
28870713,2017 Dec,2017 Sep 14,Anaerobe,Zhang SYang JHenning SMLee RHsu MGrojean EPisegna RLy AHeber DLi Z,Zhang S,Li Z,Dietary pomegranate extract and inulin affect gut microbiome differentially in mice fed an obesogenic diet.,48,"",184-193,English,English,9505216,1075-9964,1095-8274,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28870713S1075-9964(17)30178-610.1016/j.anaerobe.2017.08.0172887071328870713,28870713,28870713,28870713,2017/06/16 00:002017/08/30 00:002017/08/31 00:002017/09/06 06:002018/06/22 06:002017/09/06 06:00,2018/06/22 06:00,2017/09/06 06:00,"",1,0,Anaerobe,doi: 10.1016/j.anaerobe.2017.08.017,2017 Dec;48:184-193
28859695,2017 Aug 31,2017 Aug 31,Microbiome,Cai YGu HKenney T,Cai Y,Kenney T,Learning Microbial Community Structures with Supervised and Unsupervised Non-negative Matrix Factorization.,5,1,110,English,English,101615147,"",2049-2618,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2885969510.1186/s40168-017-0323-110.1186/s40168-017-0323-1PMC55799442885969528859695pmc-id: PMC5579944;,28859695,28859695,28859695,2016/08/15 00:002017/08/02 00:002017/09/02 06:002017/09/02 06:002018/05/02 06:00,2018/05/02 06:00,2017/09/02 06:00,"",1,0,Microbiome,doi: 10.1186/s40168-017-0323-1,2017 Aug 31;5(1):110
28849032,2017 Oct,2017 Aug 11,Mol Med Rep,Ji WZhu YKan PCai YWang ZWu ZYang P,Ji W,Yang P,Analysis of intestinal microbial communities of cerebral infarction and ischemia patients based on high throughput sequencing technology and glucose and lipid metabolism.,16,4,5413-5417,English,English,101475259,1791-2997,1791-3004,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2884903210.3892/mmr.2017.7227PMC56471042884903228849032pmc-id: PMC5647104;,28849032,28849032,28849032,2016/10/21 00:002017/06/13 00:002017/08/30 06:002018/05/12 06:002017/08/30 06:00,2018/05/12 06:00,2017/08/30 06:00,"",1,1,Molecular medicine reports,doi: 10.3892/mmr.2017.7227,2017 Oct;16(4):5413-5417
28834331,2017 Oct,2017 Aug 22,Microbiologyopen,O' Donnell MMHarris HMBRoss RPO'Toole PW,O' Donnell MM,O'Toole PW,"Core fecal microbiota of domesticated herbivorous ruminant, hindgut fermenters, and monogastric animals.",6,5,"",English,English,101588314,"",2045-8827,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2883433110.1002/mbo3.509PMC56351702883433128834331pmc-id: PMC5635170;,28834331,28834331,28834331,2017/02/13 00:002017/05/22 00:002017/05/25 00:002017/08/24 06:002018/05/25 06:002017/08/24 06:00,2018/05/25 06:00,2017/08/24 06:00,"",1,4,MicrobiologyOpen,doi: 10.1002/mbo3.509,2017 Oct;6(5)
28821976,2017 Dec,2017 Aug 18,Eur J Clin Microbiol Infect Dis,Gao RKong CLi HHuang LQu XQin NQin H,Gao R,Qin H,Dysbiosis signature of mycobiota in colon polyp and colorectal cancer.,36,12,2457-2468,English,English,8804297,0934-9723,1435-4373,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2882197610.1007/s10096-017-3085-610.1007/s10096-017-3085-62882197628821976,28821976,28821976,28821976,2017/04/24 00:002017/07/31 00:002017/08/20 06:002018/06/26 06:002017/08/20 06:00,2018/06/26 06:00,2017/08/20 06:00,"",1,2,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology,doi: 10.1007/s10096-017-3085-6,2017 Dec;36(12):2457-2468
28821301,2017 Aug 18,2017 Aug 18,Microbiome,Casero DGill KSridharan VKoturbash INelson GHauer-Jensen MBoerma MBraun JCheema AK,Casero D,Cheema AK,Space-type radiation induces multimodal responses in the mouse gut microbiome and metabolome.,5,1,105,English,English,101615147,"",2049-2618,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2882130110.1186/s40168-017-0325-z10.1186/s40168-017-0325-zPMC55630392882130128821301pmc-id: PMC5563039;,28821301,28821301,28821301,2017/01/30 00:002017/08/08 00:002017/08/20 06:002017/08/20 06:002018/05/02 06:00,2018/05/02 06:00,2017/08/20 06:00,"",1,1,Microbiome,doi: 10.1186/s40168-017-0325-z,2017 Aug 18;5(1):105
28821012,2017 Aug,2017 Aug 18,PLoS Comput Biol,Fukuyama JRumker LSankaran KJeganathan PDethlefsen LRelman DAHolmes SP,Fukuyama J,Holmes SP,Multidomain analyses of a longitudinal human microbiome intestinal cleanout perturbation experiment.,13,8,e1005706,English,English,101238922,1553-734X,1553-7358,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2882101210.1371/journal.pcbi.1005706PCOMPBIOL-D-17-00394PMC55767552882101228821012pmc-id: PMC5576755;,28821012,28821012,28821012,2017/03/13 00:002017/07/27 00:002017/08/30 00:002017/08/19 06:002017/09/15 06:002017/08/19 06:00,2017/09/15 06:00,2017/08/19 06:00,"",1,4,PLoS computational biology,doi: 10.1371/journal.pcbi.1005706,2017 Aug;13(8):e1005706
28813664,2017 Aug 15,"",Cell Rep,Hayashi AMikami YMiyamoto KKamada NSato TMizuno SNaganuma MTeratani TAoki RFukuda SSuda WHattori MAmagai MOhyama MKanai T,Hayashi A,Kanai T,Intestinal Dysbiosis and Biotin Deprivation Induce Alopecia through Overgrowth of Lactobacillus murinus in Mice.,20,7,1513-1524,English,English,101573691,"",2211-1247,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish,28813664S2211-1247(17)31036-710.1016/j.celrep.2017.07.0572881366428813664,28813664,28813664,28813664,2016/06/10 00:002017/03/03 00:002017/07/19 00:002017/08/17 06:002017/08/17 06:002018/04/25 06:00,2018/04/25 06:00,2017/08/17 06:00,"",1,1,Cell reports,doi: 10.1016/j.celrep.2017.07.057,2017 Aug 15;20(7):1513-1524
28813529,2017,2017 Aug 16,PLoS One,Abecia LJiménez EMartínez-Fernandez GMartín-García AIRamos-Morales EPinloche EDenman SENewbold CJYáñez-Ruiz DR,Abecia L,Yáñez-Ruiz DR,Natural and artificial feeding management before weaning promote different rumen microbial colonization but not differences in gene expression levels at the rumen epithelium of newborn goats.,12,8,e0182235,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2881352910.1371/journal.pone.0182235PONE-D-16-48735PMC55589752881352928813529pmc-id: PMC5558975;,28813529,28813529,28813529,2016/12/21 00:002017/07/15 00:002017/08/17 06:002017/08/17 06:002017/10/19 06:00,2017/10/19 06:00,2017/08/17 06:00,"",1,3,PloS one,doi: 10.1371/journal.pone.0182235,2017;12(8):e0182235
28813445,2017,2017 Aug 16,PLoS One,Masuoka HShimada KKiyosue-Yasuda TKiyosue MOishi YKimura SOhashi YFujisawa THotta KYamada AHirayama K,Masuoka H,Hirayama K,Transition of the intestinal microbiota of cats with age.,12,8,e0181739,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2881344510.1371/journal.pone.0181739PONE-D-17-10528PMC55589162881344528813445pmc-id: PMC5558916;,28813445,28813445,28813445,2017/03/17 00:002017/07/06 00:002017/08/17 06:002017/08/17 06:002017/10/19 06:00,2017/10/19 06:00,2017/08/17 06:00,"",1,1,PloS one,doi: 10.1371/journal.pone.0181739,2017;12(8):e0181739
28811339,2017 Aug 15,2017 Aug 15,MBio,Sasson GKruger Ben-Shabat SSeroussi EDoron-Faigenboim AShterzer NYaacoby SBerg Miller MEWhite BAHalperin EMizrahi I,Sasson G,Mizrahi I,Heritable Bovine Rumen Bacteria Are Phylogenetically Related and Correlated with the Cow's Capacity To Harvest Energy from Its Feed.,8,4,"",English,English,101519231,"",2150-7511,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,28811339mBio.00703-1710.1128/mBio.00703-17PMC55596292881133928811339pmc-id: PMC5559629;,28811339,28811339,28811339,2017/08/17 06:002017/08/16 06:002018/04/06 06:00,2018/04/06 06:00,2017/08/17 06:00,"",1,6,mBio,pii: e00703-17. doi: 10.1128/mBio.00703-17,2017 Aug 15;8(4)
28797931,2017 Oct,2017 Jul 9,J Nutr Biochem,Byerley LOSamuelson DBlanchard E 4thLuo MLorenzen BNBanks SPonder MAWelsh DATaylor CM,Byerley LO,Taylor CM,Changes in the gut microbial communities following addition of walnuts to the diet.,48,"",94-102,English,English,9010081,0955-2863,1873-4847,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28797931S0955-2863(17)30111-010.1016/j.jnutbio.2017.07.001PMC5775887NIHMS9332052879793128797931pmc-id: PMC5775887;manuscript-id: NIHMS933205;,28797931,28797931,28797931,2017/02/06 00:002017/06/19 00:002017/07/06 00:002017/08/12 06:002018/01/31 06:002017/08/12 06:00,2018/01/31 06:00,2017/08/12 06:00,"",1,8,The Journal of nutritional biochemistry,doi: 10.1016/j.jnutbio.2017.07.001,2017 Oct;48:94-102
28797298,2017 Aug 10,2017 Aug 10,Microbiome,Petersen LMBautista EJNguyen HHanson BMChen LLek SHSodergren EWeinstock GM,Petersen LM,Weinstock GM,Community characteristics of the gut microbiomes of competitive cyclists.,5,1,98,English,English,101615147,"",2049-2618,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2879729810.1186/s40168-017-0320-410.1186/s40168-017-0320-4PMC55536732879729828797298pmc-id: PMC5553673;,28797298,28797298,28797298,2017/03/05 00:002017/08/01 00:002017/08/12 06:002017/08/12 06:002018/03/15 06:00,2018/03/15 06:00,2017/08/12 06:00,"",1,3,Microbiome,doi: 10.1186/s40168-017-0320-4,2017 Aug 10;5(1):98
28796793,2017,2017 Aug 10,PLoS One,Reed SNeuman HGlahn RPKoren OTako E,Reed S,Tako E,Characterizing the gut (Gallus gallus) microbiota following the consumption of an iron biofortified Rwandan cream seeded carioca (Phaseolus Vulgaris L.) bean-based diet.,12,8,e0182431,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2879679310.1371/journal.pone.0182431PONE-D-17-07414PMC55521152879679328796793pmc-id: PMC5552115;,28796793,28796793,28796793,2017/02/23 00:002017/07/18 00:002017/08/11 06:002017/08/11 06:002017/10/07 06:00,2017/10/07 06:00,2017/08/11 06:00,"",1,1,PloS one,doi: 10.1371/journal.pone.0182431,2017;12(8):e0182431
28790203,2017 Aug 8,2017 Aug 8,MBio,Johnson TALooft TSeverin AJBayles DONasko DJWommack KEHowe AAllen HK,Johnson TA,Allen HK,The In-Feed Antibiotic Carbadox Induces Phage Gene Transcription in the Swine Gut Microbiome.,8,4,"",English,English,101519231,"",2150-7511,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,28790203mBio.00709-1710.1128/mBio.00709-17PMC55507492879020328790203pmc-id: PMC5550749;,28790203,28790203,28790203,2017/08/10 06:002017/08/10 06:002018/04/10 06:00,2018/04/10 06:00,2017/08/10 06:00,"",1,4,mBio,pii: e00709-17. doi: 10.1128/mBio.00709-17,2017 Aug 8;8(4)
28789673,2017 Aug 8,2017 Aug 8,BMC Res Notes,Kamke JSoni PLi YGanesh SKelly WJLeahy SCShi WFroula JRubin EMAttwood GT,Kamke J,Attwood GT,Gene and transcript abundances of bacterial type III secretion systems from the rumen microbiome are correlated with methane yield in sheep.,10,1,367,English,English,101462768,"",1756-0500,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2878967310.1186/s13104-017-2671-010.1186/s13104-017-2671-0PMC55494322878967328789673pmc-id: PMC5549432;,28789673,28789673,28789673,2016/08/04 00:002017/07/22 00:002017/08/10 06:002017/08/10 06:002018/04/20 06:00,2018/04/20 06:00,2017/08/10 06:00,"",1,1,BMC research notes,doi: 10.1186/s13104-017-2671-0,2017 Aug 8;10(1):367
28768551,2017 Aug 3,2017 Aug 3,Microbiome,Gao PMa CSun ZWang LHuang SSu XXu JZhang H,Gao P,Zhang H,Feed-additive probiotics accelerate yet antibiotics delay intestinal microbiota maturation in broiler chicken.,5,1,91,English,English,101615147,"",2049-2618,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2876855110.1186/s40168-017-0315-110.1186/s40168-017-0315-1PMC55414332876855128768551pmc-id: PMC5541433;,28768551,28768551,28768551,2016/09/20 00:002017/07/25 00:002017/08/04 06:002017/08/05 06:002018/03/10 06:00,2018/03/10 06:00,2017/08/04 06:00,"",1,3,Microbiome,doi: 10.1186/s40168-017-0315-1,2017 Aug 3;5(1):91
28748273,2017 Oct,2017 Jul 26,Curr Microbiol,She RLi TTLuo DLi JBYin LYLi HLiu YMLi XZYan QG,She R,Yan QG,Changes in the Intestinal Microbiota of Gibel Carp (Carassius gibelio) Associated with Cyprinid herpesvirus 2 (CyHV-2) Infection.,74,10,1130-1136,English,English,7808448,0343-8651,1432-0991,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2874827310.1007/s00284-017-1294-y10.1007/s00284-017-1294-y2874827328748273,28748273,28748273,28748273,2016/11/17 00:002017/06/28 00:002017/07/28 06:002018/07/18 06:002017/07/28 06:00,2018/07/18 06:00,2017/07/28 06:00,"",1,1,Current microbiology,doi: 10.1007/s00284-017-1294-y,2017 Oct;74(10):1130-1136
28731473,2017 Nov,2017 Jul 21,ISME J,Svartström OAlneberg JTerrapon NLombard Vde Bruijn IMalmsten JDalin AMEl Muller EShah PWilmes PHenrissat BAspeborg HAndersson AF,Svartström O,Andersson AF,Ninety-nine de novo assembled genomes from the moose (Alces alces) rumen microbiome provide new insights into microbial plant biomass degradation.,11,11,2538-2551,English,English,101301086,1751-7362,1751-7370,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28731473ismej201710810.1038/ismej.2017.108PMC5648042EMS732372873147328731473pmc-id: PMC5648042;manuscript-id: EMS73237;,28731473,28731473,28731473,2017/02/14 00:002017/05/05 00:002017/05/30 00:002017/07/22 06:002018/05/03 06:002017/07/22 06:00,2018/05/03 06:00,2017/07/22 06:00,"",1,8,The ISME journal,doi: 10.1038/ismej.2017.108,2017 Nov;11(11):2538-2551
28710513,2017 Oct,2017 Jul 14,Curr Microbiol,Zhao HSun WWang ZZhang TFan YGu HLi G,Zhao H,Li G,Mink (Mustela vison) Gut Microbial Communities from Northeast China and Its Internal Relationship with Gender and Food Additives.,74,10,1169-1177,English,English,7808448,0343-8651,1432-0991,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2871051310.1007/s00284-017-1301-310.1007/s00284-017-1301-32871051328710513,28710513,28710513,28710513,2017/02/23 00:002017/07/05 00:002017/07/16 06:002018/07/18 06:002017/07/16 06:00,2018/07/18 06:00,2017/07/16 06:00,"",1,2,Current microbiology,doi: 10.1007/s00284-017-1301-3,2017 Oct;74(10):1169-1177
28709472,2017 Jul 14,2017 Jul 14,Microbiome,Tanca AAbbondio MPalomba AFraumene CManghina VCucca FFiorillo EUzzau S,Tanca A,Uzzau S,Potential and active functions in the gut microbiota of a healthy human cohort.,5,1,79,English,English,101615147,"",2049-2618,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2870947210.1186/s40168-017-0293-310.1186/s40168-017-0293-3PMC55132052870947228709472pmc-id: PMC5513205;,28709472,28709472,28709472,2017/02/21 00:002017/06/28 00:002017/07/16 06:002017/07/16 06:002018/01/19 06:00,2018/01/19 06:00,2017/07/16 06:00,"",1,6,Microbiome,doi: 10.1186/s40168-017-0293-3,2017 Jul 14;5(1):79
28689814,2017 Oct - Dec,2017 Jun 26,Braz J Microbiol,Song YHLee KTBaek JYKim MJKwon MRKim YJPark MRKo HLee JSKim KS,Song YH,Kim KS,"Isolation and characterization of a novel endo-β-1,4-glucanase from a metagenomic library of the black-goat rumen.",48,4,801-808,English,English,101095924,1517-8382,1678-4405,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,28689814S1517-8382(16)30693-110.1016/j.bjm.2017.03.006PMC56282982868981428689814pmc-id: PMC5628298;,28689814,28689814,28689814,2016/08/10 00:002017/02/06 00:002017/03/01 00:002017/07/12 06:002018/05/11 06:002017/07/11 06:00,2018/05/11 06:00,2017/07/11 06:00,"",1,1,Brazilian journal of microbiology : [publication of the Brazilian Society for Microbiology],doi: 10.1016/j.bjm.2017.03.006,2017 Oct - Dec;48(4):801-808
